MANUTENÇÕES CORRETIVAS REALIZADAS INTERNAMENTE DURANTE O CONTRATO SL ENGENHARIA HOSPITALAR E HOSPITAL DAS CLÍNICAS;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11
202303479;CABO DE ECG PARA MONITOR;5 VIAS;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-2057;;;GENÉRICO;21/09/2023 10:39;29/09/2023 12:00;ANÁLISE - REALIZAÇÃO;0,00
202303480;CABO DE ECG PARA MONITOR;5 VIAS;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-2057;;;GENÉRICO;21/09/2023 10:40;30/01/2024 17:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202303481;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;ANEROIDE MANUAL;GENÉRICO;HCPE-1045;;;GENÉRICO;26/09/2023 11:29;27/09/2023 11:39;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
202303486;ULTRASSOM;LOGIQ E;GE;HCPE-1398;758.872;LE637650WX0;BLOCO CIRÚRGICO;21/09/2023 07:00;21/09/2023 09:00;ANÁLISE - REALIZAÇÃO;0,00
202303487;CONJUNTO DE PISTOLAS PRESSURIZADAS;MAXYCLEAN ST;PROFILAX COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA -;HCPE-1877;413.432;C000186;ENDOSCOPIA;21/09/2023 08:42;03/10/2023 15:00;INSTALAÇÃO/MONTAGEM - REALIZAÇÃO;0,00
202303488;BALANÇA ADULTO;PERSONAL;FILIZOLA;HCPE-1559;414.421;4553;AMB. GASTROENTEROLOGIA;26/09/2023 11:12;27/09/2023 09:00;AJUSTE/ REPARO - FONTE;0,00
202303490;OXÍMETRO PORTÁTIL DE DEDO;DX-2405;DIXTAL;HCPE-1494;;030604000;CENTRO OBSTÉTRICO;27/09/2023 08:08;02/01/2024 15:20;ACOMPANHAMENTO DE SERVIÇO/ATIVIDADE;0,00
202303491;MONITOR MULTIPARAMÉTRICO;VITA 600;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-0413;407.106;V600000097;UTI NEONATAL;27/09/2023 08:09;29/09/2023 17:30;ANÁLISE - REALIZAÇÃO;0,00
202303492;SENSOR DE OXIMETRIA NEONATAL;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-3439;;;CENTRO OBSTÉTRICO;27/09/2023 08:12;27/09/2023 12:00;TESTE DE FUNCIONAMENTO;0,00
202303494;ULTRASSOM;LOGIQ E;GE;HCPE-1733;759.799;LE637649WX0;UTI GERAL / URCC;28/09/2023 09:00;28/09/2023 12:00;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303497;INSUFLADOR DE CO2 PARA HISTERO-LAPAROSCOPIA;TERMOFLATOR (26432020);KARL STORZ;HCPE-1919;407.919;WV18638;BLOCO CIRÚRGICO;27/09/2023 09:00;28/09/2023 10:00;TESTE DE FUNCIONAMENTO;0,00
202303502;CABO DE PLACA DE BISTURI;;GENÉRICO;HCPE-0147;;;CENTRO OBSTÉTRICO;29/09/2023 08:43;29/09/2023 09:30;AJUSTE/ REPARO - ESTRUTURA FÍSICA;102,50
202303509;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0403;756.669;20120070585;7° SUL;29/09/2023 09:00;29/09/2023 11:00;SUBSTITUIÇÃO DE PEÇA;0,00
202303510;CABO DE ECG PARA ELETROCARDIÓGRAFO;PAGE WRITER 100;PHILIPS;HCPE-2962;;;AMB. CARDIOLOGIA;27/09/2023 09:09;29/09/2023 12:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202303511;INCUBADORA HÍBRIDA;DUETTO 2386;FANEM;HCPE-2277;761.254;CP0241;UTI NEONATAL;29/09/2023 13:50;29/09/2023 15:50;;0,00
202303512;INCUBADORA HÍBRIDA;DUETTO 2386;FANEM;HCPE-2599;771.621;JAQ078852;UTI NEONATAL;28/09/2023 10:00;28/09/2023 12:30;TESTE DE FUNCIONAMENTO;0,00
202303609;AUTOCLAVE HORIZONTAL;HI VAC II;BAUMER;HCPE-0904;759.959;1553.03.7061;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);26/09/2023 09:34;26/09/2023 17:34;ANÁLISE - REALIZAÇÃO;0,00
202303613;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0754;757.254;20120035915;8° NORTE;02/10/2023 11:00;02/10/2023 11:50;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303614;VENTILADOR PULMONAR;SV300;MINDRAY;HCPE-3433;;GB-19046803;UTI GERAL / URCC;02/10/2023 08:35;02/10/2023 16:30;TESTE DE FUNCIONAMENTO;0,00
202303615;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0342;756.886;20120067873;9° SUL;02/10/2023 11:46;02/10/2023 15:00;REPARO DE ACESSÓRIO;0,00
202303616;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0798;757.255;20120054834;7° SUL;02/10/2023 11:44;02/10/2023 16:35;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303619;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0140;758.474;20120069351;10° SUL;02/10/2023 14:49;02/10/2023 15:50;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303628;MONITOR MULTIPARAMÉTRICO;DASH 4000 (ECG/SPO2/TEMP/PI/CO2);GE;HCPE-0496;410.715;SD010501891GA;CENTRAL DE EQUIPAMENTOS;02/10/2023 15:51;03/10/2023 15:30;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303671;SENSOR DE CAPNOGRAFIA CAPNOSTAT;SIDESTREAM -M2501A;PHILIPS;HCPE-3330;;95943;BLOCO CIRÚRGICO;04/10/2023 07:30;04/10/2023 09:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202303672;REPROCESSADORA DE FILTRO DIALISADOR;QUALITY 1;SAUBERN;HCPE-2074;;SQ1-1875;HEMODIÁLISE;04/10/2023 07:35;04/10/2023 09:00;ANÁLISE - REALIZAÇÃO;0,00
202303673;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-2473;406.022;141612;9° NORTE (MATERNIDADE);04/10/2023 08:47;04/10/2023 09:00;REPARO / AJUSTE;0,00
202303674;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1252;764.543;20120069291;CENTRO OBSTÉTRICO;03/10/2023 08:30;03/10/2023 09:30;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303677;CABO DE ECG PARA MONITOR;5 VIAS;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-2057;;;GENÉRICO;01/10/2023 08:00;11/10/2023 08:30;REPARO / AJUSTE;0,00
202303678;MONITOR MULTIPARAMÉTRICO;VITA 600;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-0413;407.106;V600000097;UTI NEONATAL;04/10/2023 09:00;04/10/2023 10:00;VERIFICAÇÃO;0,00
202303679;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0828;757.457;20120034443;CENTRO OBSTÉTRICO;03/10/2023 13:30;03/10/2023 17:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
202303680;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1253;407.428;20120034440;CENTRO OBSTÉTRICO;03/10/2023 08:30;03/10/2023 10:20;REPARO DE ACESSÓRIO;0,00
202303682;VENTILADOR PULMONAR;INTER 5 PLUS;INTERMED;HCPE-1933;410.714;IP5-2010-10-05206;CENTRAL DE EQUIPAMENTOS;04/10/2023 13:00;04/10/2023 15:10;ANÁLISE - REALIZAÇÃO;0,00
202303683;CABO DE ECG PARA MONITOR;5 VIAS;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-2057;;;GENÉRICO;02/10/2023 08:21;24/10/2023 08:30;REPARO / AJUSTE;0,00
202303684;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;ANEROIDE MANUAL;GENÉRICO;HCPE-1045;;;GENÉRICO;04/10/2023 11:50;05/10/2023 15:00;ANÁLISE - REALIZAÇÃO;0,00
202303693;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1251;407.429;20120073379;CENTRO OBSTÉTRICO;04/10/2023 13:30;04/10/2023 17:30;SUBSTITUIÇÃO DE ACESSÓRIO;94,00
202303694;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0320;757.596;20120068036;CENTRO OBSTÉTRICO;04/10/2023 08:30;04/10/2023 09:50;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303695;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0850;757.531;20120069355;9° NORTE (MATERNIDADE);05/10/2023 08:30;05/10/2023 10:00;REPARO DE ACESSÓRIO;94,00
202303696;MICROSCÓPIO CIRÚRGICO;OPMI LUMERA I;CARL ZEISS;HCPE-2957;773.508;6633127323;BLOCO CIRÚRGICO;04/10/2023 09:00;04/10/2023 11:00;TESTE DE FUNCIONAMENTO;0,00
202303697;APARELHO DE ANESTESIA;9100C NXT;GE;HCPE-2572;771.153;SPC19431126WA;BLOCO CIRÚRGICO;04/10/2023 11:00;04/10/2023 14:20;TESTE DE FUNCIONAMENTO;0,00
202303703;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0727;407.046;4SXAU381;HEMODIÁLISE;06/10/2023 08:14;01/11/2023 08:18;ATUALIZAÇÃO DE O.S.;0,00
202303704;FOCO DE PROCEDIMENTO;FC-3000;MEDPEJ;HCPE-1752;405.896;44054;AMB. GINECOLOGIA;06/10/2023 08:16;06/10/2023 10:30;REPARO / AJUSTE;0,00
202303707;VENTILADOR PULMONAR;INTER 5;INTERMED;HCPE-1930;758.089;IP5-2004-04-00396;CENTRAL DE EQUIPAMENTOS;06/10/2023 08:56;06/10/2023 11:00;ANÁLISE - REALIZAÇÃO;0,00
202303708;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;GENÉRICO;05/10/2023 09:28;09/10/2023 11:30;REPARO / AJUSTE;0,00
202303709;DETECTOR CARDIOFETAL PORTÁTIL;DF-7001-D;MEDPEJ;HCPE-3040;770.164;267117;CENTRAL DE EQUIPAMENTOS;06/10/2023 08:30;06/10/2023 09:15;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303710;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;BLOCO CIRÚRGICO;03/10/2023 11:30;03/10/2023 15:30;TESTE DE FUNCIONAMENTO;0,00
202303711;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;BLOCO CIRÚRGICO;03/10/2023 13:00;03/10/2023 14:00;TESTE DE FUNCIONAMENTO;0,00
202303712;APARELHO DE ANESTESIA;FABIUS TIRO;DRAGER;HCPE-1942;760.297;ASLA-0069;BLOCO CIRÚRGICO;05/10/2023 09:30;05/10/2023 11:30;TESTE DE FUNCIONAMENTO;0,00
202303713;APARELHO DE ANESTESIA;9100C NXT;GE;HCPE-2572;771.153;SPC19431126WA;BLOCO CIRÚRGICO;05/10/2023 13:00;05/10/2023 15:30;TESTE DE FUNCIONAMENTO;0,00
202303714;CABO MONOPOLAR PARA BISTURI;;GENÉRICO;HCPE-2058;;;BLOCO CIRÚRGICO;06/10/2023 07:30;06/10/2023 08:50;TESTE DE FUNCIONAMENTO;0,00
202303715;MONITOR MULTIPARAMÉTRICO;VITA 400A;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1385;410.887;V4A0000001;BLOCO CIRÚRGICO;03/10/2023 07:00;03/10/2023 08:31;TESTE DE FUNCIONAMENTO;0,00
202303716;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-2126;764.824;20120073332;9° SUL;06/10/2023 16:51;09/10/2023 09:57;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202303722;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0502;757.913;20120069236;11° SUL;09/10/2023 09:00;09/10/2023 10:20;AQUISIÇÃO DE PEÇA / MATERIAL;94,00
202303724;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;MANUAL;SOLIDOR;HCPE-1806;;;CENTRAL DE EQUIPAMENTOS;09/10/2023 08:31;10/10/2023 10:30;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202303725;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-2126;764.824;20120073332;9° SUL;09/10/2023 10:31;09/10/2023 12:11;REPARO DE ACESSÓRIO;94,00
202303726;PERFURADOR ÓSSEO;;DRILLER;HCPE-2330;;201.0043;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);09/10/2023 11:02;02/01/2024 11:00;RECOLHIMENTO/DEVOLUÇÃO/ENTREGA DE EQUIPAMENTO/ACESSÓRIO;0,00
202303727;MONITOR MULTIPARAMÉTRICO;VITA 600;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-0479;760.310;V600000450;UTI GERAL / URCC;09/10/2023 09:27;11/10/2023 08:30;ANÁLISE - REALIZAÇÃO;0,00
202303728;MONITOR MULTIPARAMÉTRICO;DASH 4000 (ECG/SPO2/TEMP/PI/CO2);GE;HCPE-2388;764.695;SD008325822GA;CENTRO OBSTÉTRICO;09/10/2023 08:34;31/01/2024 10:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202303729;SENSOR DE OXIMETRIA ADULTO;SOFT -ADULTO - 11 PINOS - DATEX OHMEDA - DASH3000/4000/5000;GE;HCPE-2470;;;UTI GERAL / URCC;09/10/2023 08:53;10/11/2023 08:00;ANÁLISE - REALIZAÇÃO;0,00
202303730;MONITOR MULTIPARAMÉTRICO;VITA 400A;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1393;407.839;V4A0000003;UTI GERAL / URCC;09/10/2023 09:25;10/10/2023 09:00;AJUSTE/ REPARO - ESTRUTURA FÍSICA;0,00
202303731;CABO DE ECG PARA MONITOR;3 VIAS;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-2592;;;UTI GERAL / URCC;09/10/2023 08:54;10/10/2023 10:00;ANÁLISE - REALIZAÇÃO;0,00
202303734;VENTILADOR PULMONAR;INTER 5 PLUS;INTERMED;HCPE-0473;;IP5-2004-04-00405;CENTRAL DE EQUIPAMENTOS;09/10/2023 13:13;11/10/2023 16:00;ANÁLISE - REALIZAÇÃO;0,00
202303739;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0746;760.780;20120070675;NEFROLOGIA;10/10/2023 08:30;10/10/2023 09:20;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303742;DIGITALIZADORA DE IMAGENS;CR 85-X;AGFA;HCPE-1470;414.865;5736;RAIO-X (UDI);10/10/2023 07:30;10/10/2023 09:30;ANÁLISE - REALIZAÇÃO;0,00
202303743;INCUBADORA HÍBRIDA;DUETTO 2386;FANEM;HCPE-2278;761.255;CP0244;UTI NEONATAL;10/10/2023 11:50;10/10/2023 18:00;ANÁLISE - REALIZAÇÃO;0,00
202303744;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0252;758.955;20120069266;9° SUL;10/10/2023 11:43;10/10/2023 16:00;ANÁLISE - REALIZAÇÃO;0,00
202303745;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0724;407.692;20120069292;7° SUL;10/10/2023 11:44;10/10/2023 17:00;AQUISIÇÃO DE PEÇA / MATERIAL;94,00
202303746;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0175;758.182;20120070506;7° SUL;10/10/2023 14:44;10/10/2023 15:30;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202303747;MONITOR MULTIPARAMÉTRICO;DASH 4000 (ECG/SPO2/TEMP/PI/CO2);GE;HCPE-0496;410.715;SD010501891GA;CENTRAL DE EQUIPAMENTOS;09/10/2023 10:05;11/10/2023 12:00;ANÁLISE - REALIZAÇÃO;0,00
202303748;ECOCARDIÓGRAFO;VIVID I;GE;HCPE-1823;412.306;VI4574VI;AMB. CARDIOLOGIA;10/10/2023 08:02;10/10/2023 12:00;TRANSPORTE- REALIZAÇÃO;0,00
202303750;FOCO CIRÚRGICO FIXO;LUCEA 100;MAQUET;HCPE-1780;;500090;CENTRO OBSTÉTRICO;11/10/2023 08:09;11/10/2023 17:00;ACOMPANHAMENTO DE SERVIÇO/ATIVIDADE;0,00
202303753;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;UTI GERAL / URCC;11/10/2023 10:16;11/10/2023 12:30;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303766;;;;;;;AMB. UROLOGIA;04/10/2023 15:10;04/10/2023 17:00;ANÁLISE - REALIZAÇÃO;0,00
202303768;;;;;;;BLOCO CIRÚRGICO;05/10/2023 07:30;05/10/2023 08:30;ANÁLISE - REALIZAÇÃO;0,00
202303769;ANALISADOR DE GASES SANG. E ELETRÓLITOS/ GASÔMETRO;ABL 90 FLEX;RADIOMETER MEDICAL;HCPE-3523;;090R1061N0077;BLOCO CIRÚRGICO;05/10/2023 08:30;05/10/2023 09:30;ANÁLISE - REALIZAÇÃO;0,00
202303770;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0716;407.602;20120073258;10° NORTE;16/10/2023 08:27;16/10/2023 10:00;AQUISIÇÃO DE PEÇA / MATERIAL;94,00
202303771;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0245;758.760;20120070463;10° SUL;16/10/2023 10:00;16/10/2023 12:00;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202303772;CABO DE ECG PARA MONITOR;3 VIAS;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-2592;;;GENÉRICO;16/10/2023 09:20;16/10/2023 16:45;ANÁLISE - REALIZAÇÃO;0,00
202303774;FOCO CIRÚRGICO FIXO;LUCEA 100;MAQUET;HCPE-1780;;500090;CENTRO OBSTÉTRICO;11/10/2023 14:00;16/10/2023 12:00;AJUSTE/ REPARO - ESTRUTURA FÍSICA;0,00
202303775;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0281;406.078;141750;CENTRAL DE EQUIPAMENTOS;16/10/2023 09:31;16/10/2023 13:40;TESTE DE FUNCIONAMENTO;0,00
202303776;MONITOR DE VÍDEO / LCD;EJMLA26EK1;PANASONIC;HCPE-2235;410.375;I4ID10287;BLOCO CIRÚRGICO;11/10/2023 07:30;17/10/2023 17:00;TESTE DE FUNCIONAMENTO;0,00
202303779;MICROSCÓPIO CIRÚRGICO;OPMI LUMERA I;CARL ZEISS;HCPE-2957;773.508;6633127323;BLOCO CIRÚRGICO;03/10/2023 07:30;03/10/2023 17:00;TESTE DE FUNCIONAMENTO;0,00
202303780;APARELHO DE ANESTESIA;9100C NXT;GE;HCPE-2572;771.153;SPC19431126WA;BLOCO CIRÚRGICO;04/10/2023 07:30;04/10/2023 16:30;TESTE DE FUNCIONAMENTO;0,00
202303781;APARELHO DE ANESTESIA;ATLAN A300;DRAGER;HCPE-3104;775.957;ASNK-0022;BLOCO CIRÚRGICO;09/10/2023 07:30;18/10/2023 15:30;TESTE DE FUNCIONAMENTO;0,00
202303783;DENSITÔMETRO;HORIZON WI;HOLOGIC;HCPE-3270;;305622M;DENSITOMETRIA (UDI);17/10/2023 07:30;31/10/2023 08:05;VERIFICAÇÃO;0,00
202303785;ELETROCARDIÓGRAFO;SE-300B;EDAN;HCPE-2820;771.982;M20413150037;UTI GERAL / URCC;11/10/2023 12:17;17/10/2023 16:00;TESTE DE FUNCIONAMENTO;0,00
202303788;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0843;757.526;20120035887;9° NORTE (MATERNIDADE);17/10/2023 14:00;17/10/2023 15:30;SUBSTITUIÇÃO DE ACESSÓRIO;94,00
202303789;CABO DE FIBRA ÓPTICA;GENÉRICO;-;HCPE-2056;;;BLOCO CIRÚRGICO;17/10/2023 14:00;07/11/2023 08:00;ENTREGA DE ACESSORIO;0,00
202303790;PLACA DE BISTURI;GENÉRICO;-;HCPE-2530;;;CENTRO OBSTÉTRICO;17/10/2023 09:50;17/10/2023 12:00;TESTE DE FUNCIONAMENTO;0,00
202303791;OXÍMETRO PORTÁTIL DE DEDO;DX-2405;DIXTAL;HCPE-0903;410.996;060605863;BLOCO CIRÚRGICO;17/10/2023 09:45;24/10/2023 14:30;TESTE DE FUNCIONAMENTO;0,00
202303792;MESA CIRÚRGICA ELÉTRICA;ALPHASTAR 1132;MAQUET;HCPE-2072;413.901;01785;CENTRO OBSTÉTRICO;17/10/2023 15:00;17/10/2023 17:00;AJUSTE/ REPARO - ESTRUTURA FÍSICA;0,00
202303794;FOCO CIRÚRGICO FIXO;VOLISTA;MAQUET;HCPE-1899;759.966;500196;BLOCO CIRÚRGICO;18/10/2023 08:30;18/10/2023 10:30;REPARO / AJUSTE;0,00
202303796;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0166;407.604;20120074102;11° NORTE;18/10/2023 10:00;18/10/2023 12:30;SUBSTITUIÇÃO DE ACESSÓRIO;94,00
202303799;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0248;758.960;20120070783;9° SUL;18/10/2023 11:06;18/10/2023 17:00;LUBRIFICAÇÃO;0,00
202303801;ELETROCARDIÓGRAFO;PAGEWRITER TC10;PHILIPS;HCPE-1695;759.956;CN51703241;AMB. CARDIOLOGIA;18/10/2023 11:00;25/10/2023 17:00;ANÁLISE - REALIZAÇÃO;0,00
202303805;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;GENÉRICO;16/10/2023 14:57;20/10/2023 13:46;TESTE DE FUNCIONAMENTO;0,00
202303806;UMIDIFICADOR;MR 810;FISHER & PAYKEL;HCPE-1895;;120119000450;UTI NEONATAL;18/10/2023 12:24;20/10/2023 09:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
202303811;INCUBADORA DE TRANSPORTE;IT 158 TS;FANEM;HCPE-1261;407.213;CF7369;CENTRO OBSTÉTRICO;19/10/2023 13:30;19/10/2023 17:00;ANÁLISE - REALIZAÇÃO;0,00
202303812;ELETROCARDIÓGRAFO;EP-3;DIXTAL;HCPE-1773;760.757;100312927;BLOCO CIRÚRGICO;19/10/2023 07:30;19/10/2023 09:00;TESTE DE FUNCIONAMENTO;0,00
202303813;EXTRATOR DE LEITE MATERNO;MATERN MILK;EME EQUIPMENT;HCPE-3007;;BRA 055;BANCO DE LEITE;18/10/2023 14:55;20/10/2023 11:00;TESTE DE FUNCIONAMENTO;0,00
202303814;MICROSCÓPIO BINOCULAR;BX41TF;OLYMPUS;HCPE-0217;413.339;1J16058;ANATOMIA PATOLÓGICA;11/10/2023 14:14;11/10/2023 15:00;TESTE DE FUNCIONAMENTO;0,00
202303815;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0250;758.747;20120070734;10° NORTE;19/10/2023 08:33;19/10/2023 15:50;SUBSTITUIÇÃO DE ACESSÓRIO;94,00
202303816;ESTEIRA ERGOMÉTRICA;CENTURION 300;MICROMED;HCPE-1069;;1022986;TESTE ERGOMÉTRICO;18/10/2023 14:58;18/10/2023 15:30;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202303818;FOCO CIRÚRGICO FIXO;QUANTA;BAUMER;HCPE-1576;410.895;YUZW008;BLOCO CIRÚRGICO;19/10/2023 13:00;19/10/2023 15:53;TESTE DE FUNCIONAMENTO;0,00
202303819;CAMPÍMETRO;HFA3 840;CARL ZEISS;HCPE-1109;756.094;840-11956;OFTALMOLOGIA;16/10/2023 12:31;18/10/2023 11:00;ANÁLISE - REALIZAÇÃO;0,00
202303820;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;GENÉRICO;20/10/2023 11:00;20/10/2023 13:30;REPARO / AJUSTE;0,00
202303821;CABO DE PLACA DE BISTURI;;GENÉRICO;HCPE-0147;;;GENÉRICO;20/10/2023 09:00;20/10/2023 11:00;AJUSTE/ REPARO - ESTRUTURA FÍSICA;0,00
202303822;FOCO DE PROCEDIMENTO;FC-3000;MEDPEJ;HCPE-1752;405.896;44054;AMB. GINECOLOGIA;19/10/2023 16:00;19/10/2023 17:53;REPARO DE ACESSÓRIO;0,00
202303824;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0511;757.572;20120066581;8° SUL (DIP / COVID);20/10/2023 07:30;20/10/2023 09:00;AQUISIÇÃO DE PEÇA / MATERIAL;94,00
202303826;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0812;775.214;20120035312;9° NORTE (MATERNIDADE);20/10/2023 13:26;20/10/2023 15:00;AQUISIÇÃO DE PEÇA / MATERIAL;0,00
202303827;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1405;760.749;20120070612;8° NORTE;20/10/2023 13:46;20/10/2023 16:00;REPARO / AJUSTE;0,00
202303829;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;PREMIUM;HCPE-3452;;0534458;NEFROLOGIA;20/10/2023 09:00;23/10/2023 10:30;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
202303830;;;;;;;ENGENHARIA CLÍNICA (STEC);17/10/2023 07:30;17/10/2023 15:00;ANÁLISE - REALIZAÇÃO;0,00
202303831;CABO DE PLACA DE BISTURI;;GENÉRICO;HCPE-0147;;;GENÉRICO;23/10/2023 07:30;23/10/2023 08:30;VERIFICAÇÃO;0,00
202303832;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0285;405.808;141698;11° SUL;20/10/2023 09:00;23/10/2023 10:00;REPARO / AJUSTE;0,00
202303833;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;ANEROIDE MANUAL;GENÉRICO;HCPE-1045;;;GENÉRICO;20/10/2023 09:15;23/10/2023 11:10;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202303834;OXÍMETRO DE PULSO PORTÁTIL;N-560;NELLCOR;HCPE-1401;760.753;011507040225;BLOCO CIRÚRGICO;20/10/2023 09:16;23/10/2023 13:10;ANÁLISE - REALIZAÇÃO;0,00
202303836;CABO DE ECG PARA MONITOR;5 VIAS;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-2057;;;GENÉRICO;23/10/2023 09:45;23/10/2023 11:45;ANÁLISE - REALIZAÇÃO;0,00
