NEC;U.S.;Sigla Órgão;Nome Órgão;Localização;Identificador;N.º Série;Tipo Equipamento;Classe;Marca;Modelo;Fornecedor;Valor (R$);Aquisição;Núm. Doc. da Aquisição;Nota Fiscal;Garantia;Data Desativação;Desativado;Parecer Desativação;Permitir O.S.;Baixado;Contrato;Equipamento Crítico;Equipamento Próprio;Descrição Complementar;N.º Quebras;N.º Serviço Externo;N.º Peças Utilizadas;Custo Serviço Externo (R$);Custo Peça (R$);Vida Útil;Indisponibilidade (dias);Última MP
HC-UFPE;HC;UCP;UNIDADE DA CABEÇA E PESCOÇO;AMBULATÓRIO DE OFTALMOLOGIA - 6º ANDAR;HCPE-2884,;OET0006137;OFTALMOSCOPIO INDIRETO;EQUIPAMENTO;EYETEC;OSF-1.0;EYETEC EQUIPAMENTOS OFTALMICOS INDUSTRIA COMÉRCIO IMPORTAÇÃO E EXPORTAÇAO LTDA;5098.04;2021-01-14 00:00:00;01/2021;17307;2022-01-14 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCP;UNIDADE DA CABEÇA E PESCOÇO;AMBULATÓRIO DE OFTALMOLOGIA - 6º ANDAR;HCPE-2885,;OET0006138;OFTALMOSCOPIO INDIRETO;EQUIPAMENTO;EYETEC;OSF-1.0;EYETEC EQUIPAMENTOS OFTALMICOS INDUSTRIA COMÉRCIO IMPORTAÇÃO E EXPORTAÇAO LTDA;5098.04;2021-01-14 00:00:00;01/2021;17307;2022-01-14 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCP;UNIDADE DA CABEÇA E PESCOÇO;AMBULATÓRIO DE OFTALMOLOGIA - 6º ANDAR;HCPE-2886,;OET0006139;OFTALMOSCOPIO INDIRETO;EQUIPAMENTO;EYETEC;OSF-1.0;EYETEC EQUIPAMENTOS OFTALMICOS INDUSTRIA COMÉRCIO IMPORTAÇÃO E EXPORTAÇAO LTDA;5098.04;2021-01-14 00:00:00;01/2021;17307;2022-01-14 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;CME;;12003A;OPTICA RIGIDA;EQUIPAMENTO;KARL STORZ;27301-BA;GENERICO;1.0;2018-01-01 00:00:00;;;2018-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS; UNIDADE DE BLOCO CIRÚRGICO;HCPE-3356,;123NSU;OPTICA RIGIDA;EQUIPAMENTO;KARL STORZ;26003-BA;H STRATTNER E CIA LTDA;443429.76;2022-10-06 00:00:00;47/2022;179.122;2023-10-06 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UPME;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;;;3401700;OPTICA RIGIDA;EQUIPAMENTO;DOCTUS;J-O230-E;GENERICO;5000.0;2019-10-01 00:00:00;;SEMNOTA;2020-10-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-0687,407.999;030604005;OXIMETRO PULSO;EQUIPAMENTO;DIXTAL;DX-2405;GENERICO;0.0;2018-02-26 00:00:00;;0;2019-02-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-0887,756.052;030604011;OXIMETRO PULSO;EQUIPAMENTO;DIXTAL;DX-2405;GENERICO;0.0;2018-02-27 00:00:00;;0;2019-02-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-0964,410.169;030604003;OXIMETRO PULSO;EQUIPAMENTO;DIXTAL;DX-2405;GENERICO;0.0;2018-02-27 00:00:00;;0;2019-02-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-1402,756.051;02D32425;OXIMETRO PULSO;EQUIPAMENTO;DIXTAL;DX-2515;DIXTAL BIOMEDICA INDUSTRIA E COMERCIO LTDA;3800.0;2002-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-3796;VIR0004240;OXIMETRO PULSO;EQUIPAMENTO;ALFAMED;VIRTO;ALFA MED SISTEMAS MEDICOS LTDA;1200.0;2025-05-15 00:00:00;;25.764;2026-05-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-3797;VIR0004241;OXIMETRO PULSO;EQUIPAMENTO;ALFAMED;VIRTO;ALFA MED SISTEMAS MEDICOS LTDA;1200.0;2025-05-15 00:00:00;;25.764;2026-05-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;MATERNIDADE;HCPE-2434,;02D32487;OXIMETRO PULSO;EQUIPAMENTO;DIXTAL;DX-2515;DIXTAL BIOMEDICA INDUSTRIA E COMERCIO LTDA;3800.0;2002-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;TRIAGEM OBSTÉTRICA;HCPE-3798;VIR0004242;OXIMETRO PULSO;EQUIPAMENTO;ALFAMED;VIRTO;ALFA MED SISTEMAS MEDICOS LTDA;1200.0;2025-05-15 00:00:00;;25.764;2026-05-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;6 SUL (PEDIATRIA);HCPE-3813;VIR0004279;OXIMETRO PULSO;EQUIPAMENTO;ALFAMED;VIRTO;ALFA MED SISTEMAS MEDICOS LTDA;1200.0;2025-05-20 00:00:00;;25941;2026-05-20 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;AMB. PNEUMOLOGIA;HCPE-3812;VIR0004283;OXIMETRO PULSO;EQUIPAMENTO;ALFAMED;VIRTO;ALFA MED SISTEMAS MEDICOS LTDA;1200.0;2025-05-20 00:00:00;;25942;2026-05-20 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;ESPAÇO TRANS;HCPE-3815;VIR0004281;OXIMETRO PULSO;EQUIPAMENTO;ALFAMED;VIRTO;ALFA MED SISTEMAS MEDICOS LTDA;1200.0;2025-05-10 00:00:00;;25941;2026-05-10 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-0903,410.996;060605863;OXIMETRO PULSO;EQUIPAMENTO;DIXTAL;DX-2405;GENERICO;0.0;2018-02-27 00:00:00;;0;2019-02-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-1494,1707/2003;030604000;OXIMETRO PULSO;EQUIPAMENTO;DIXTAL;DX-2405;DIXTAL BIOMEDICA INDUSTRIA E COMERCIO LTDA;3000.0;2003-01-01 00:00:00;;1;2004-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-2980;030604001;OXIMETRO PULSO;EQUIPAMENTO;DIXTAL;DX-2405;GENERICO;0.0;2021-08-18 00:00:00;;0;2022-08-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;UNIDADE DE BLOCOS CIRÚRGICOS;HCPE-0883,756.569;030604002;OXIMETRO PULSO;EQUIPAMENTO;DIXTAL;DX-2405;MINISTÉRIO DA EDUCAÇÃO;3800.0;2003-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;UNIDADE DE BLOCOS CIRÚRGICOS;HCPE-1401,760.753;011507040225;OXIMETRO PULSO;EQUIPAMENTO;NELLCOR;N-560;MINISTÉRIO DA EDUCAÇÃO;4000.0;2018-03-01 00:00:00;;1;2019-03-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UR;UNIDADE DE REABILITAÇÃO;AMBULATÓRIO DE FISIOTERAPIA;HCPE-2006,84596;0594;OXIMETRO PULSO;EQUIPAMENTO;DIGICARE;DIGIOXI PO-930;MINISTÉRIO DA EDUCAÇÃO;3.5;2018-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UR;UNIDADE DE REABILITAÇÃO;AMBULATÓRIO DE FISIOTERAPIA;HCPE-3814;VIR0004280;OXIMETRO PULSO;EQUIPAMENTO;ALFAMED;VIRTO;ALFA MED SISTEMAS MEDICOS LTDA;1200.0;2025-05-10 00:00:00;;25941;2026-05-10 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;USOST;UNIDADE DE SAÚDE OCUPACIONAL E SEGURANÇA DO TRABALHO;ACADEMIA;HCPE-3816;VIR0004282;OXIMETRO PULSO;EQUIPAMENTO;ALFAMED;VIRTO;ALFA MED SISTEMAS MEDICOS LTDA;1200.0;2025-05-10 00:00:00;;25941;2026-05-10 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI ADULTO- 5º ANDAR;HCPE-2092,414.977;02D32420;OXIMETRO PULSO;EQUIPAMENTO;DIXTAL;DX-2515;MINISTÉRIO DA EDUCAÇÃO;3800.0;2002-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-3290;G1B212BR064;OXIMETRO PULSO;EQUIPAMENTO;GENERAL MEDITECH;G-1-B;MINISTÉRIO DA EDUCAÇÃO;3792.5;2022-04-07 00:00:00;;7321;2023-05-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-3291;G1B212BR065;OXIMETRO PULSO;EQUIPAMENTO;GENERAL MEDITECH;G-1-B;BH LABORATÓRIOS LTDA-EPP;3792.5;2022-04-07 00:00:00;;7321;2023-05-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-3794;VIR0004238;OXIMETRO PULSO;EQUIPAMENTO;ALFAMED;VIRTO;ALFA MED SISTEMAS MEDICOS LTDA;1200.0;2025-05-15 00:00:00;;25.764;2026-05-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-3795;VIR0004239;OXIMETRO PULSO;EQUIPAMENTO;ALFAMED;VIRTO;ALFA MED SISTEMAS MEDICOS LTDA;1200.0;2025-05-15 00:00:00;;25.764;2026-05-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-1837;0114;PERFURADOR;EQUIPAMENTO;MACOM;MA-9000;GENERICO;0.0;2018-05-15 00:00:00;;0;2019-05-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;CENTRAL DE MATERIAL E ESTERILIZAÇÃO;HCPE-2107;1734926703;PERFURADOR;EQUIPAMENTO;STRYKER;7205 000 000;STRYKER DO BRASIL LTDA;57600.0;2018-12-03 00:00:00;;000.071.346;2019-10-03 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;CENTRAL DE MATERIAL E ESTERILIZAÇÃO;HCPE-2108;1734926662;PERFURADOR;EQUIPAMENTO;STRYKER;7205 000 000;STRYKER DO BRASIL LTDA;57600.0;2018-12-03 00:00:00;;000.071.346;2019-10-03 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;UNIDADE DE BLOCOS CIRÚRGICOS;;PF-603;PERFURADOR;EQUIPAMENTO;MACOM;MA-9000;MACOM INSTRUMENTAL CIRURGICO INDUSTRIA LTDA;15000.0;2017-09-25 00:00:00;44/17;54073;2018-09-25 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;PET SCAN;HCPE-1344,417.828;PET14201PT8;PET CT;EQUIPAMENTO;GE HEALTHCARE;DISCOVERY;GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;6200000.0;2013-01-01 00:00:00;;1;2014-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;ENDOSCOPIA;HCPE-1877,413.432;C000186;PISTOLA AR/AGUA PRESSURIZADO;EQUIPAMENTO;PROFILATICA;MAXICLEAN ST;GENERICO;0.0;2018-05-30 00:00:00;;0;2019-05-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;ENDOSCOPIA;HCPE-3144;PS20000006;PISTOLA AR/AGUA PRESSURIZADO;EQUIPAMENTO;SANDERS MEDICAL;PS-20;SANDER MEDICAL CENTER LTDA;10200.0;2021-11-26 00:00:00;;000024816;2023-02-23 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;ENDOSCOPIA;HCPE-3144,775.959;000006;PISTOLA AR/AGUA PRESSURIZADO;EQUIPAMENTO;SANDERS MEDICAL;PS-20;SANDERS DO BRASIL;10200.0;2022-02-23 00:00:00; 11/2022;24816;2023-02-23 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;ACESSÓRIOS NO SEI: 23536.006290/2022-76;;;;;;;;
HC-UFPE;HC;UPME;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;HCPE-3301,;000043;PISTOLA AR/AGUA PRESSURIZADO;EQUIPAMENTO;SANDERS MEDICAL;PS-30;SANDERS DO BRASIL;11460.78;2021-11-30 00:00:00;21/2022;25098;2022-11-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UPME;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERELIZADO;HCPE-3298,770.379;000049;PISTOLA AR/AGUA PRESSURIZADO;EQUIPAMENTO;SANDERS MEDICAL;PS-30;SANDERS DO BRASIL;11460.78;2022-04-06 00:00:00;22/2022;24815;2022-12-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;AMB. DE UROLOGIA;COM-ALPHARAD-003;C2507Z3250;PISTOLA BIOPSIA PONTA CORTANTE;EQUIPAMENTO;ALPHARAD;ALPHA-07;GENERICO;1000.0;2025-09-05 00:00:00;;NAO DISPONIVEL;2025-09-05 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;COMODATO ALPHARAD;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;SETOR DE IMAGEM (MAMOGRAFIA);COM-ALPHARAD-004;C2507Z3350;PISTOLA BIOPSIA PONTA CORTANTE;EQUIPAMENTO;ALPHARAD;ALPHA-07;GENERICO;1000.0;2025-09-05 00:00:00;;NAO DISPONIVEL;2025-09-05 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;EQUIPAMENTO COMODATO, ALPHARAD;;;;;;;;
HC-UFPE;HC;USU;UNIDADE DO SISTEMA URINÁRIO;AMBULATÓRIO DE UROLOGIA;COM/C2213Z0225;C2213Z0225;PISTOLA BIOPSIA PONTA CORTANTE;EQUIPAMENTO;ALPHARAD;ALPHA CORE;GENERICO;3800.0;2024-09-26 00:00:00;COMODATO;000080426;2024-09-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;FORNECEDOR ALPHARAD;;;;;;;;
HC-UFPE;HC;UOH;UNIDADE DE ONCOLOGIA E HEMATOLOGIA;;HCPE-1969,760.294;130701604;POLIGRAFO;EQUIPAMENTO;TEB;SP-12;GENERICO;0.0;2018-07-13 00:00:00;;0;2019-07-13 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;USNM;UNIDADE DO SISTEMA NEUROMUSCULAR;SALA DE ELETRONEUROMIOGRAFIA;HCPE-3735;01760422;POTENCIAL EVOCADO;EQUIPAMENTO;NEUROSOFT;NEURO MEP-5 (SKYBOX);AS2 COMERCIO IMPORTACAO E EXPORTACAO LTDA;213000.0;2025-04-15 00:00:00;18/25;22264;2026-04-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UACAP;UNIDADE DE ANÁLISES CLÍNICAS E ANATOMIA PATOLÓGICA;ANATOMIA PATOLÓGICA;HCPE-2593,000811.8027;7796;PROCESSADORA AUTOMATICA TECIDO;EQUIPAMENTO;LEICA;TP-1020;LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA.;125000.0;2020-02-19 00:00:00;03/2020;24076;2021-02-19 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"09 CANECAS DE REAGENTES
03 CANECAS DE PARAFINA";;;;;;;;
HC-UFPE;HC;UCP;UNIDADE DA CABEÇA E PESCOÇO;AMBULATÓRIO DE OTORRINOLARINGOLOGIA;HCPE-1184;1H041947-P;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;KARL STORZ;TELECAM DX II 202330 20;GENERICO;0.0;2018-02-28 00:00:00;;0;2019-02-28 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-1917,407.918;XV723362-P;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;KARL STORZ;IMAGE-1-HUB-222010 20;GENERICO;50000.0;2018-06-14 00:00:00;;NÃO DISPONÍVEL;2018-06-14 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-1966,407.264;XV723353-P;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;KARL STORZ;IMAGE-1 222000 20;GENERICO;0.0;2018-07-12 00:00:00;;0;2019-07-12 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-2237,407.909;YV724087-P;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;KARL STORZ;IMAGE-1-HUB-222010 20;MINISTÉRIO DA EDUCAÇÃO;80000.0;2015-01-01 00:00:00;;1;2016-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS; UNIDADE DE BLOCO CIRÚRGICO;HCPE-3352,;ZO859018P;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;KARL STORZ;IMAGE-1-S TC-200;H STRATTNER E CIA LTDA;443429.76;2022-10-06 00:00:00;47/2022;179.122;2023-10-06 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;UNIDADE DE BLOCOS CIRÚRGICOS;HCPE-1918,407.932;XV723354-P;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;KARL STORZ;IMAGE-1-HUB-222010 20;H STRATTNER E CIA LTDA;20000.0;2015-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;HCPE-1500,413.405;7145433;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;OLYMPUS;CV-150;MINISTÉRIO DA EDUCAÇÃO;1.0;2018-01-01 00:00:00;;1;2019-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;ENDOSCOPIA;HCPE-1499,413.409;1V568A403;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;FUJINON;VP-4450-HD;OLYMPUS OPTICAL DO BRASIL LTDA;1.0;2012-12-03 00:00:00;;1;2013-12-03 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;ENDOSCOPIA;HCPE-2365,413.410;1V572A091;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;FUJINON;SU-8000;LABOR MED APARELHAGEM DE PRECISAO LTDA;45000.0;2013-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;ENDOSCOPIA;HCPE-2907;7986980;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;OLYMPUS;CV-170;OLYMPUS OPTICAL DO BRASIL LTDA;158457.0;2021-02-25 00:00:00;;1;2022-02-25 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;SERVIÇO DE ENDOSCOPIA;HCPE-2786,771.922;7008891;PROCESSADORA VIDEO ENDOSCOPIA;EQUIPAMENTO;OLYMPUS;CV-170;OLYMPUS OPTICAL DO BRASIL LTDA;84269.98;2020-07-15 00:00:00;10/2020;152264;2021-07-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"01- RACK CARDINAL
01- NOBREAK 191204526
01- CABO DVI
01- RABICHO PARA CENTRAL 7938150
01- TESTE DE VAZAMENTO
01- BRAÇO ARTICULADO
01- SUPORTE DE PP DE ALTA DENSIDADE
02- CABO DE FORÇA
02- PINÇA DE BIÓPSIA REUTILIZÁVEL";;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;SETOR DE ENGENHARIA CLÍNICA;HCPE-2879,761.253;NAO068745;RADIOMETRO FOTOTERAPIA;EQUIPAMENTO;FANEM;THOR MULTITESTER-3620;FANEM LTDA;3.5;2019-03-19 00:00:00;3/19;62861;2020-03-19 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"MANUAL DO USUÁRIO
ESTOJO ACONDICIONAMENTO
SONDA RADIÔMETRO
SONDA TERMOHIGRÔMETRO
CÉLULA DE OXIGÊNIO
CABO DA CÉLULA";;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;SETOR DE ENGENHARIA CLÍNICA;HCPE-2880,761.249;NAO068746;RADIOMETRO FOTOTERAPIA;EQUIPAMENTO;FANEM;THOR MULTITESTER-3620;FANEM LTDA;3.5;2019-03-19 00:00:00;3/19;62861;2020-03-19 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"MANUAL DO USUÁRIO
ESTOJO ACONDICIONAMENTO
SONDA RADIÔMETRO
SONDA TERMOHIGRÔMETRO
CÉLULA DE OXIGÊNIO
CABO DA CÉLULA";;;;;;;;
