MANUTENÇÕES CORRETIVAS REALIZADAS EXTERNAMENTE DURANTE O CONTRATO SL ENGENHARIA HOSPITALAR E HOSPITAL DAS CLÍNICAS;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12
202302854;ULTRASSOM;VERSANA PREMIER;GE;HCPE-3090;770.862;6038072WX0;ULTRASSOM (UDI);09/08/2023 13:42;24/08/2023 15:00;SUBSTITUIÇÃO DE PEÇA;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202302855;ESTEIRA ERGOMÉTRICA;SUPERATL;INBRAMED;HCPE-3055;;7182.12.21;MEDICINA NUCLEAR;08/08/2023 14:00;09/08/2023 15:00;CONFIGURAÇÃO;MEDIHELPER;495,00
202302860;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2752;;67270M/00;CENTRAL DE EQUIPAMENTOS;10/08/2023 08:00;29/08/2023 17:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202302861;TOMOGRAFIA POR EMISSÃO DE PÓSITRONS PET/CT;DISCOVERY PET/CT;GE;HCPE-1344;417.828;PET14201PT8;PET SCAN;08/08/2023 13:47;11/08/2023 15:30;CONFIGURAÇÃO;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202302902;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1679;;45318M/00;CENTRAL DE EQUIPAMENTOS;15/08/2023 08:28;29/08/2023 17:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202302920;AUTOCLAVE HORIZONTAL;HI VAC II;BAUMER;HCPE-0904;759.959;1553.03.7061;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);16/08/2023 15:30;17/08/2023 16:30;SUBSTITUIÇÃO DE PEÇA;BRAXMED COM. SERV. DE EQPTOS MÉD. HOSP. LTDA;1.040,00
202302926;FONTE DE LUZ PARA ENDOSCOPIA;XL 4400;FUJINON;HCPE-1498;413.408;1S095A767;ENDOSCOPIA;02/08/2023 08:00;29/08/2023 12:00;MANUTENÇÃO PREVENTIVA - REALIZAÇÃO;CRM MEDICAL;5.500,00
202302927;DIGITALIZADORA DE IMAGENS;CR 85-X;AGFA;HCPE-1468;414.863;5631;RAIO-X (UDI);17/08/2023 11:00;01/09/2023 13:00;REPARO / AJUSTE;CAF SEGURANÇA EM RADIOLOGIA;0,00
202302936;DENSITÔMETRO;HORIZON WI;HOLOGIC;HCPE-3270;;305622M;DENSITOMETRIA (UDI);15/08/2023 07:58;16/08/2023 16:30;SUBSTITUIÇÃO DE ACESSÓRIO;SAFE;0,00
202302937;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2185;;64293M/00;CENTRAL DE EQUIPAMENTOS;17/08/2023 15:00;29/08/2023 17:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202302938;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2181;;64163M/00;UTI GERAL / URCC;17/08/2023 15:00;29/08/2023 17:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202302939;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2328;;44002M/00;CENTRAL DE EQUIPAMENTOS;17/08/2023 15:00;29/08/2023 17:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202302941;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0037;;43987M/00;HEMODIÁLISE;18/08/2023 12:01;15/09/2023 14:20;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202302950;TOMOGRAFIA POR EMISSÃO DE PÓSITRONS PET/CT;DISCOVERY PET/CT;GE;HCPE-1344;417.828;PET14201PT8;PET SCAN;21/08/2023 08:15;21/08/2023 12:00;ATUALIZAÇÃO/INSTALAÇÃO/CONFIGURAÇÃO DE SOFTWARE;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202302951;VENTILADOR PULMONAR BIPAP;STELLAR 150;RESMED;HCPE-2549;410.775;20142713080;CENTRAL DE EQUIPAMENTOS;21/08/2023 08:00;20/12/2023 14:57;AJUSTE/ REPARO - POTENCIÔMETRO/ KNOB;LUMIAR HEALTH CARE;1.542,50
202302956;CAMA OBSTÉTRICA;RC-208-E;RC MÓVEIS HOSPITALARES;HCPE-3364;769.425;202282461-01;CENTRO OBSTÉTRICO;18/08/2023 15:00;10/10/2023 16:00;SUBSTITUIÇÃO DE PEÇA;RC MÓVEIS HOSPITALARES;0,00
202302969;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0270;;65005M/00;BLOCO CIRÚRGICO;22/08/2023 08:59;15/09/2023 14:20;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202302984;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1655;;4SXAU379;HEMODIÁLISE;23/08/2023 08:10;01/11/2023 08:05;REPARO / AJUSTE;FRESENIUS HEMO CARE;0,00
202302985;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1653;760.775;4SXAU387;HEMODIÁLISE;23/08/2023 08:11;23/08/2023 11:45;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202302989;IMITANCIÔMETRO;AT 235;INTERACOUSTICS;HCPE-2890;772.955;996061;FONOAUDIOLOGIA;23/08/2023 08:14;18/09/2023 16:00;SUBSTITUIÇÃO DE PEÇA;AUDISERVICE ASSISTENCIA DE APARELHOS AUDITIVOS LTDA EPP;0,00
202302990;VIDEOCOLONOSCÓPIO;CF-H170L;OLYMPUS;HCPE-2871;;2025720;ENDOSCOPIA;23/08/2023 09:03;08/02/2024 15:02;REPARO / AJUSTE;ASSISTEC;10.554,65
202302993;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0807;;64337M/00;UTI GERAL / URCC;24/08/2023 08:00;15/09/2023 17:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202302997;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0709;410.407;4SXAU384;HEMODIÁLISE;24/08/2023 08:51;01/11/2023 08:08;REPARO / AJUSTE;FRESENIUS HEMO CARE;0,00
202303001;RESSONÂNCIA MAGNÉTICA;SIGNA HDI;GE;HCPE-0914;;MRR8279;RESSONÂNCIA (UDI);24/08/2023 10:50;25/08/2023 13:40;ANÁLISE - REALIZAÇÃO;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202303002;TERMODESINFECTADORA;155;CISA;HCPE-0906;409.645;25176;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);23/08/2023 14:00;23/08/2023 17:00;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202303005;TOMOGRAFIA POR EMISSÃO DE PÓSITRONS PET/CT;DISCOVERY PET/CT;GE;HCPE-1344;417.828;PET14201PT8;PET SCAN;24/08/2023 11:00;24/08/2023 15:16;CONFIGURAÇÃO;GE HEALTHCARE CLINICAL SYSTEMS EQUIPAMENTOS MEDICOS LTDA.;0,00
202303007;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1657;;4SXAU389;HEMODIÁLISE;25/08/2023 08:00;27/08/2023 15:45;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202303008;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0710;407.041;4SXAU382;HEMODIÁLISE;25/08/2023 08:00;27/08/2023 16:45;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202303009;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0708;407.611;4SXAU371;HEMODIÁLISE;25/08/2023 08:00;27/08/2023 13:15;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202303011;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0728;407.608;4SXAU386;HEMODIÁLISE;25/08/2023 08:00;27/08/2023 14:15;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202303012;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0712;407.072;4SXAU390;HEMODIÁLISE;25/08/2023 08:00;27/08/2023 15:00;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202303013;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1653;760.775;4SXAU387;HEMODIÁLISE;25/08/2023 08:00;27/08/2023 12:15;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202303021;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0715;407.610;4SXAU380;HEMODIÁLISE;28/08/2023 08:05;01/11/2023 08:09;ATUALIZAÇÃO DE O.S.;FRESENIUS HEMO CARE;0,00
202303022;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0708;407.611;4SXAU371;HEMODIÁLISE;28/08/2023 08:00;30/08/2023 09:15;SUBSTITUIÇÃO DE ACESSÓRIO;FRESENIUS HEMO CARE;0,00
202303027;MESA CIRÚRGICA ELÉTRICA;ALPHACLASSIC;MAQUET;HCPE-0108;;11944;BLOCO CIRÚRGICO;18/08/2023 08:00;11/09/2023 11:50;REPARO / AJUSTE;TECHMED - EQUIPAMENTOS MEDICOS HOSPITALAR;900,00
202303034;ANALISADOR DE GASES SANG. E ELETRÓLITOS/ GASÔMETRO;ABL 90 FLEX;RADIOMETER MEDICAL;HCPE-3523;;090R1061N0077;BLOCO CIRÚRGICO;28/08/2023 08:00;28/08/2023 12:00;SUBSTITUIÇÃO DE PEÇA;OXILAB - LUIZ GUSTAVO BATISTA CAVALCANTE;0,00
202303040;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);28/08/2023 08:12;28/08/2023 16:30;VERIFICAÇÃO;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202303059;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0446;;64176M/00;CENTRAL DE EQUIPAMENTOS;30/08/2023 12:02;21/09/2023 16:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303060;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0374;;45221M/00;9° NORTE (MATERNIDADE);30/08/2023 12:03;29/09/2023 07:30;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303220;RESSONÂNCIA MAGNÉTICA;SIGNA HDI;GE;HCPE-0914;;MRR8279;RESSONÂNCIA (UDI);31/08/2023 12:30;31/08/2023 16:30;ORIENTAÇÃO;GE HEALTHCARE CLINICAL SYSTEMS EQUIPAMENTOS MEDICOS LTDA.;0,00
202303232;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0574;;64197M/00;CENTRAL DE EQUIPAMENTOS;30/08/2023 13:00;29/09/2023 08:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303237;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1654;;4SXAU385;HEMODIÁLISE;04/09/2023 08:32;04/09/2023 13:15;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202303244;PERFURADOR ÓSSEO;;DRILLER;HCPE-2321;;501.0292;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);01/09/2023 09:07;05/10/2023 11:54;SUBSTITUIÇÃO DE PEÇA;VIRTUSMED;600,00
202303245;PERFURADOR ÓSSEO;;DRILLER;HCPE-2330;;201.0043;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);01/09/2023 09:10;05/10/2023 11:56;SUBSTITUIÇÃO DE PEÇA;VIRTUSMED;600,00
202303271;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1831;;64147M/00;CENTRAL DE EQUIPAMENTOS;06/09/2023 08:30;29/09/2023 08:30;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303292;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0712;407.072;4SXAU390;HEMODIÁLISE;11/09/2023 08:04;16/09/2023 07:15;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202303293;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0931;;44005M/00;CENTRAL DE EQUIPAMENTOS;11/09/2023 09:59;29/09/2023 09:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303294;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1679;;45318M/00;CENTRAL DE EQUIPAMENTOS;11/09/2023 10:00;17/10/2023 14:43;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303296;RESSONÂNCIA MAGNÉTICA;SIGNA HDI;GE;HCPE-0914;;MRR8279;RESSONÂNCIA (UDI);11/09/2023 08:00;14/09/2023 23:00;ANÁLISE - REALIZAÇÃO;GE HEALTHCARE CLINICAL SYSTEMS EQUIPAMENTOS MEDICOS LTDA.;0,00
202303301;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0730;407.067;4SXAU388;HEMODIÁLISE;11/09/2023 10:12;28/09/2023 12:00;ATUALIZAÇÃO DE O.S.;FRESENIUS HEMO CARE;0,00
202303302;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1654;;4SXAU385;HEMODIÁLISE;11/09/2023 10:15;28/09/2023 12:00;ATUALIZAÇÃO DE O.S.;FRESENIUS HEMO CARE;0,00
202303303;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1656;;4SXAU367;HEMODIÁLISE;11/09/2023 10:16;28/09/2023 12:00;ATUALIZAÇÃO DE O.S.;FRESENIUS HEMO CARE;0,00
202303304;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0711;407.070;4SXAU366;HEMODIÁLISE;11/09/2023 10:16;28/09/2023 12:00;ATUALIZAÇÃO DE O.S.;FRESENIUS HEMO CARE;0,00
202303305;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1653;760.775;4SXAU387;HEMODIÁLISE;11/09/2023 10:17;28/09/2023 12:00;ATUALIZAÇÃO DE O.S.;FRESENIUS HEMO CARE;0,00
202303306;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0715;407.610;4SXAU380;HEMODIÁLISE;11/09/2023 10:17;01/11/2023 08:10;REPARO / AJUSTE;FRESENIUS HEMO CARE;0,00
202303307;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0710;407.041;4SXAU382;HEMODIÁLISE;11/09/2023 10:18;28/09/2023 12:00;ATUALIZAÇÃO DE O.S.;FRESENIUS HEMO CARE;0,00
202303314;VENTILADOR PULMONAR BIPAP;STELLAR 150;RESMED;HCPE-1904;757.851;20140691783;CENTRAL DE EQUIPAMENTOS;12/09/2023 14:25;20/12/2023 14:59;CALIBRAÇÃO - REALIZAÇÃO;LUMIAR;2.239,30
202303333;BOMBA DE INFUSÃO DE SERINGA;ST7000;SAMTRONIC;HCPE-2836;;34678Q/00;9° NORTE (MATERNIDADE);12/09/2023 07:52;18/10/2023 17:25;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303347;DENSITÔMETRO;HORIZON WI;HOLOGIC;HCPE-3270;;305622M;DENSITOMETRIA (UDI);13/09/2023 08:00;13/09/2023 18:00;SUBSTITUIÇÃO DE PEÇA;SAFE;0,00
202303348;DENSITÔMETRO;HORIZON WI;HOLOGIC;HCPE-3270;;305622M;DENSITOMETRIA (UDI);12/09/2023 09:00;12/09/2023 17:00;CONFIGURAÇÃO;SAFE;0,00
202303365;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2761;;53991M/00;CENTRAL DE EQUIPAMENTOS;14/09/2023 16:00;29/09/2023 09:30;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303366;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2735;;67330M/00;CENTRAL DE EQUIPAMENTOS;14/09/2023 16:02;17/10/2023 09:31;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303370;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0039;;45298M/00;AMB. ONCOLOGIA;01/09/2023 08:00;15/09/2023 17:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303371;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0859;;43993M/00;6° SUL;01/09/2023 08:00;15/09/2023 17:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303372;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0033;;45305M/00;CENTRAL DE EQUIPAMENTOS;01/09/2023 08:00;15/09/2023 17:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303376;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0709;410.407;4SXAU384;HEMODIÁLISE;15/09/2023 13:00;16/09/2023 08:50;SUBSTITUIÇÃO DE ACESSÓRIO;FRESENIUS HEMO CARE;0,00
202303385;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0712;407.072;4SXAU390;HEMODIÁLISE;18/09/2023 08:15;01/11/2023 08:12;REPARO / AJUSTE;FRESENIUS HEMO CARE;0,00
202303387;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0269;;64319M/00;CENTRAL DE EQUIPAMENTOS;18/09/2023 08:21;16/10/2023 16:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303388;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0418;;45290M/00;CENTRAL DE EQUIPAMENTOS;18/09/2023 08:24;16/10/2023 16:20;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303390;RESSONÂNCIA MAGNÉTICA;SIGNA HDI;GE;HCPE-0914;;MRR8279;RESSONÂNCIA (UDI);13/09/2023 07:55;13/09/2023 11:00;TESTE DE FUNCIONAMENTO;GE;0,00
202303398;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2181;;64163M/00;UTI GERAL / URCC;19/09/2023 10:37;17/10/2023 09:22;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303399;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0081;;43985M/00;UTI GERAL / URCC;19/09/2023 10:38;17/10/2023 09:20;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303400;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0560;;64290M/00;HEMODIÁLISE;19/09/2023 10:41;17/10/2023 08:50;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303421;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0862;;64257M/00;CENTRAL DE EQUIPAMENTOS;20/09/2023 08:05;11/10/2023 16:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303422;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0435;;64171M/00;UTI GERAL / URCC;20/09/2023 08:06;17/10/2023 09:31;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303427;WORKSTATION;NX MIXED;AGFA;HCPE-1944;;CZC1277S6D;RAIO-X (UDI);20/09/2023 08:23;09/10/2023 12:00;AJUSTE/ REPARO - ESTRUTURA FÍSICA;CAF SEGURANÇA EM RADIOLOGIA;3.190,00
202303437;ESPIRÔMETRO;MASTERSCREEN IOS;CAREFUSION;HCPE-3526;;732664;AMB. PEDIATRIA;01/09/2023 08:00;01/09/2023 13:10;VERIFICAÇÃO;VYAIRE;1.000,00
202303438;EQUIPAMENTO DE ANGIOGRAFIA / HEMODINÂMICA;ARTIS ZEE FLOOR;SIEMENS;HCPE-2085;;137306;HEMODINÂMICA;20/09/2023 14:07;21/11/2023 08:45;SUBSTITUIÇÃO DE ACESSÓRIO;SIEMENS LTDA;0,00
202303439;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1215;;64032M/00;CENTRAL DE EQUIPAMENTOS;20/09/2023 13:16;17/10/2023 09:21;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303443;TERMODESINFECTADORA;155;CISA;HCPE-0906;409.645;25176;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);21/09/2023 08:00;21/09/2023 12:00;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202303444;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0042;;44013M/00;AMB. ONCOLOGIA;21/09/2023 09:05;11/10/2023 14:33;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303456;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);18/09/2023 08:00;23/10/2023 17:00;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;31.695,95
202303459;DENSITÔMETRO;HORIZON WI;HOLOGIC;HCPE-3270;;305622M;DENSITOMETRIA (UDI);22/09/2023 08:00;25/09/2023 10:00;SUBSTITUIÇÃO DE PEÇA;SAFE SOLUÇÕES TECNOLÓGICAS LTDA;0,00
202303465;BOMBA DE INFUSÃO DE SERINGA;TE-372;TERUMO;HCPE-3137;;1503000177;BLOCO CIRÚRGICO;20/09/2023 08:22;17/11/2023 17:00;RECOLHIMENTO/DEVOLUÇÃO/ENTREGA DE EQUIPAMENTO/ACESSÓRIO;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;0,00
202303478;TERMOSELADORA;RSR-2000;RON MICROMECÂNICA;HCPE-0909;;3700;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);21/09/2023 08:40;27/09/2023 10:10;ATUALIZAÇÃO DE O.S.;DISMAP;0,00
202303489;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2369;;64357M/00;CENTRAL DE EQUIPAMENTOS;27/09/2023 08:55;17/10/2023 09:17;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303495;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1653;760.775;4SXAU387;HEMODIÁLISE;28/09/2023 09:07;29/09/2023 07:30;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202303496;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0727;407.046;4SXAU381;HEMODIÁLISE;28/09/2023 09:08;29/09/2023 08:45;AJUSTE/ REPARO - ESTRUTURA FÍSICA;FRESENIUS HEMO CARE;0,00
202303501;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0709;410.407;4SXAU384;HEMODIÁLISE;29/09/2023 08:40;30/09/2023 11:45;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS HEMO CARE;0,00
202303513;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1593;;64258M/00;CENTRAL DE EQUIPAMENTOS;29/09/2023 14:39;26/10/2023 17:40;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303608;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2832;;64267M/00;CENTRAL DE EQUIPAMENTOS;02/10/2023 08:00;26/10/2023 15:40;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
202303610;TERMODESINFECTADORA;155;CISA;HCPE-0906;409.645;25176;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);01/10/2023 19:16;01/10/2023 20:05;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR;0,00
202303667;TOMOGRAFIA POR EMISSÃO DE PÓSITRONS PET/CT;DISCOVERY PET/CT;GE;HCPE-1344;417.828;PET14201PT8;PET SCAN;02/10/2023 08:00;04/10/2023 16:00;SUBSTITUIÇÃO DE PEÇA;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202303668;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0712;407.072;4SXAU390;HEMODIÁLISE;04/10/2023 08:15;01/11/2023 08:13;REPARO / AJUSTE;FRESENIUS HEMO CARE;0,00
202303669;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1654;;4SXAU385;HEMODIÁLISE;04/10/2023 08:29;07/10/2023 16:30;SUBSTITUIÇÃO DE ACESSÓRIO;FRESENIUS HEMOCARE BRASIL LTDA;0,00
202303670;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0710;407.041;4SXAU382;HEMODIÁLISE;04/10/2023 08:42;07/10/2023 19:00;SUBSTITUIÇÃO DE ACESSÓRIO;FRESENIUS HEMOCARE BRASIL LTDA;0,00
202303685;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0867;;45306M/00;6° SUL;04/10/2023 10:22;26/10/2023 17:20;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE;0,00
