Identificador;Tipo Equipamento;Modelo;Marca;Localização;Criticidade;Data de Aquisição;Status;Valor (R$);Custo total externo;Peso
HCPE-2090,407.911;INSUFLADOR MECANICO LAPAROSCOPIA;26432020;KARL STORZ;BLOCO CIRÚRGICO;2.0;2018-09-19;Em uso;0.0;0.0;0.3333333333333333
HCPE-3353;INTERFACE DADOS;IMAGE-1-S H-3-TC-300;KARL STORZ; UNIDADE DE BLOCO CIRÚRGICO;2.0;2022-10-06;Em uso;443429.76;0.0;0.3333333333333333
HCPE-3073,770.363;TRANSDUTOR US;C-1 5-RS;GE HEALTHCARE;AMBULATÓRIO VASCULAR;2.0;2022-01-12;Em uso;20000.0;0.0;0.3333333333333333
HCPE-3074,770.364;TRANSDUTOR US;E-8-CS RS;GE HEALTHCARE;AMBULATÓRIO VASCULAR;2.0;2022-01-12;Em uso;15000.0;0.0;0.3333333333333333
761.684;TRANSDUTOR US;S-4 2;PHILIPS;ECOCARDIOGRAFIA;2.0;2017-03-08;Em uso;15000.0;0.0;0.3333333333333333
761.685;TRANSDUTOR US;S-8 3;PHILIPS;ECOCARDIOGRAFIA;2.0;2017-03-08;Em uso;15000.0;0.0;0.3333333333333333
771.302;TRANSDUTOR US;L-12 3;PHILIPS;ECOCARDIOGRAFIA;2.0;2019-12-02;Em uso;15000.0;0.0;0.3333333333333333
771.303;TRANSDUTOR US;S-5 1;PHILIPS;ECOCARDIOGRAFIA;2.0;2019-12-02;Em uso;15000.0;0.0;0.3333333333333333
771.304;TRANSDUTOR US;S-8 3;PHILIPS;ECOCARDIOGRAFIA;2.0;2019-12-02;Em uso;15000.0;0.0;0.3333333333333333
771.305;TRANSDUTOR US;X-5 1;PHILIPS;ECOCARDIOGRAFIA;2.0;2019-12-02;Em uso;15000.0;0.0;0.3333333333333333
HCPE-3698;TRANSDUTOR US;6-S D;GE HEALTHCARE;ECOCARDIOGRAFIA;2.0;2023-12-14;Em uso;14000.0;0.0;0.3333333333333333
HCPE-1614,759.850;FOCO CLINICO;FL-2000-ALD-24-E;MEDPEJ;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2018-02-19;Em uso;9000.0;0.0;0.3333333333333333
HCPE-3294;IMPRESSORA LASER;DRYPIX EDGE;FUJIFILM;RAIO-X;2.0;2022-06-14;Em uso;5100.0;0.0;0.3333333333333333
HCPE-1466.414.860,6359/2012;IMPRESSORA GRAFICA;DRYSTAR-5503;AGFA;RAIO-X;2.0;2018-03-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-3653,;INCUBADORA HIBRIDIZACAO;MUSCAE PLUS;EASYPATH;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2024-06-03;Em uso;10637.0;0.0;0.3333333333333333
HCPE-2931,414.543;IMPRESSORA VIDEO;UP-895-MD;SONY;ULTRASSOM;2.0;2021-03-26;Em uso;1.0;0.0;0.3333333333333333
HCPE-2357;IMPRESSORA LASER;ENTERPRISE M-553;HP;ULTRASSOM;2.0;2019-06-05;Em uso;1.0;0.0;0.3333333333333333
HCPE-3270,;DENSITOMETRO OSSEO RAIO-X FEIXE DUPLO;HORIZON WI;HOLOGIC;DENSITOMETRIA;2.0;2022-02-24;Em uso;253133.33;0.0;0.3333333333333333
HCPE-1127,412.146,2017000352;ULTRASSOM;LOGIQ S-7-EXPERT;GE HEALTHCARE;ULTRASSOM;2.0;2018-02-28;Em uso;164990.0;0.0;0.3333333333333333
HCPE-3701;TRANSDUTOR US;9-L D;GE HEALTHCARE;ECOCARDIOGRAFIA;2.0;2023-12-14;Em uso;13500.0;0.0;0.3333333333333333
HCPE-3724;TRANSDUTOR US;6-S RS;GE HEALTHCARE;UTI NEONATAL;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3723;TRANSDUTOR US;6-S RS;GE HEALTHCARE;UTI NEONATAL;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3721;TRANSDUTOR US;E-8-CS RS;GE HEALTHCARE;UTI ADULTO;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3720;TRANSDUTOR US;3-SC RS;GE HEALTHCARE;UTI ADULTO;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3840;TRANSDUTOR US;6-S RS;GE HEALTHCARE;ECOCARDIOGRAFIA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3839;TRANSDUTOR US;L-6 12-RS;GE HEALTHCARE;ECOCARDIOGRAFIA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3838;TRANSDUTOR US;3-SC RS;GE HEALTHCARE;ECOCARDIOGRAFIA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3702;TRANSDUTOR US;4-VC D;GE HEALTHCARE;ECOCARDIOGRAFIA;2.0;2023-12-14;Em uso;38215.0;0.0;0.3333333333333333
HCPE-2982,;ULTRASSOM;VOLUSON S-8-T;GE HEALTHCARE;CENTRO OBSTÉTRICO;2.0;2021-08-09;Em uso;190060.15;0.0;0.3333333333333333
HCPE-3761;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3762;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3763;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3764;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3765;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3766;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3767;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3768;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3769;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-2831;LARINGOSCOPIO RIGIDO;SM-192-C-6;SCOPE MEDICAL;RESSONÂNCIA;2.0;2020-08-11;Em uso;11884.0;0.0;0.3333333333333333
HCPE-3631;LAVADORA US;E-0201 042;BAUMER;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2024-01-15;Em uso;64000.0;0.0;0.3333333333333333
HCPE-3638;LAVADORA US;E-0201 042;BAUMER; UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO ;2.0;2024-04-19;Em uso;64000.0;0.0;0.3333333333333333
HCPE-2877,;LITOTRIPTOR INTRACORPOREO;CALCULITUS;ENGEMED;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2020-12-03;Em uso;22736.0;0.0;0.3333333333333333
HCPE-2878,;LITOTRIPTOR INTRACORPOREO;CALCULITUS;ENGEMED;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2020-12-03;Em uso;22736.0;0.0;0.3333333333333333
HCPE-2903,772.106;LITOTRIPTOR INTRACORPOREO;CALCULITUS;ENGEMED;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2021-02-02;Em uso;22736.0;0.0;0.3333333333333333
HCPE-2800,771.215;INSUFLADOR BAINHA TUBO TRAQUEAL;54 07 000;VBM;UTI ADULTO- 5º ANDAR;2.0;2020-08-19;Em uso;190000.0;0.0;0.3333333333333333
HCPE-2799,771.216;INSUFLADOR BAINHA TUBO TRAQUEAL;54 07 000;VBM;UTI ADULTO- 5º ANDAR;2.0;2020-08-19;Em uso;190000.0;0.0;0.3333333333333333
HCPE-3693;INJETOR MEIO CONTRASTE;SPECTRIS SOLARIS EP;BAYER;RESSONÂNCIA;2.0;2024-10-02;Em uso;155000.0;0.0;0.3333333333333333
HCPE-1157,417.238,12630/2010;CAMARA IONIZACAO;CRC-25-R;CAPINTEC;PET SCAN;2.0;2018-02-28;Em uso;1.0;0.0;0.3333333333333333
HCPE-3072,770.361;TRANSDUTOR US;ML-6 15-RS;GE HEALTHCARE;AMBULATÓRIO VASCULAR;2.0;2022-01-12;Em uso;15000.0;0.0;0.3333333333333333
HCPE-3100,770851;TRANSDUTOR US;RIC-5 9-A RS;GE HEALTHCARE;ULTRASSOM;2.0;2021-11-05;Em uso;15000.0;0.0;0.3333333333333333
HCPE-3098,770856;TRANSDUTOR US;C-1 5-RS;GE HEALTHCARE;ULTRASSOM;2.0;2021-11-05;Em uso;20000.0;0.0;0.3333333333333333
HCPE-3096,770852;TRANSDUTOR US;ML-6 15-RS;GE HEALTHCARE;ULTRASSOM;2.0;2021-11-05;Em uso;15000.0;0.0;0.3333333333333333
HCPE-3751;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;CENTRO DE PESQUISA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3092,770861;TRANSDUTOR US;4-C RS;GE HEALTHCARE;ULTRASSOM;2.0;2021-10-29;Em uso;20000.0;0.0;0.3333333333333333
HCPE-3752;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3750;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3749;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3748;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3747;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3746;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3744;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3093,770859;TRANSDUTOR US;E-8-CS RS;GE HEALTHCARE;ULTRASSOM;2.0;2021-10-29;Em uso;15000.0;0.0;0.3333333333333333
HCPE-0281,406.078;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-0282,406.084;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-0686,406.090;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-0885,406.051;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-0950,406.093;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-0951,406.020;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-0952,406.030;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-0953,406.044;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-1062,406.053;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-1751,406.038;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-1793,406.065;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-1811,406.047;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-2407,406.018;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-2408,406.082;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-2409,406.071;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-0915,11189/2015;IMPRESSORA LASER;DRYVIEW-5700;CARESTREAM;RESSONÂNCIA;2.0;2018-03-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-1619,759.847;FOCO CLINICO;FL-2000-ALD-24-E;MEDPEJ;CENTRO CIRÚRGICO AMBULATORIAL;2.0;2018-02-19;Em uso;9000.0;0.0;0.3333333333333333
HCPE-2183,461.386;FOCO CLINICO;3-E;SISMATEC;BLOCO CIRÚRGICO;2.0;2018-11-21;Em uso;16999.5;0.0;0.3333333333333333
HCPE-2182,761.385;FOCO CLINICO;3-E;SISMATEC;BLOCO CIRÚRGICO;2.0;2018-11-21;Em uso;16999.5;0.0;0.3333333333333333
HCPE-1616,759.856;FOCO CLINICO;FL-2000-ALD-24-E;MEDPEJ;BLOCO CIRÚRGICO;2.0;2018-02-19;Em uso;9000.0;0.0;0.3333333333333333
HCPE-3033,762.153;FOTOFORO;ML4-LED;HEINE;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2021-12-13;Em uso;0.0;0.0;0.3333333333333333
HCPE-1967,407.268;FONTE LUZ FIBRA OPTICA ENDOSCOPIO RIGIDO MULTIUSO;XENON-300 201330 20;KARL STORZ;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2018-01-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-1418,410.344;FONTE LUZ FIBRA OPTICA ENDOSCOPIO RIGIDO MULTIUSO;XENON-300 201330 20;KARL STORZ;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2018-01-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-2839;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-1916,407.920;FONTE LUZ FIBRA OPTICA ENDOSCOPIO RIGIDO MULTIUSO;XENON-300 201330 20;KARL STORZ;BLOCO CIRÚRGICO;2.0;2018-06-14;Em uso;0.0;0.0;0.3333333333333333
HCPE-1372,407.935;FONTE LUZ FIBRA OPTICA ENDOSCOPIO RIGIDO MULTIUSO;XENON-300 201331 20;KARL STORZ;BLOCO CIRÚRGICO;2.0;2018-02-28;Em uso;0.0;0.0;0.3333333333333333
HCPE-2297;FONTE LUZ FIBRA OPTICA ENDOSCOPIO RIGIDO MULTIUSO;XENON-300 201330 20;KARL STORZ;;2.0;2019-03-01;Em uso;50000.0;0.0;0.3333333333333333
HCPE-1610,759.852;FOCO CLINICO;FL-2000-ALD-24-E;MEDPEJ;UTI NEONATAL;2.0;2018-02-19;Em uso;9000.0;0.0;0.3333333333333333
HCPE-1611,759.851;FOCO CLINICO;FL-2000-ALD-24-E;MEDPEJ;UTI ADULTO- 5º ANDAR;2.0;2018-02-19;Em uso;9000.0;0.0;0.3333333333333333
HCPE-3459;ESFIGMOMANOMETRO ANEROIDE;HOSPITALAR RODIZIOS;WENZHOU KANGJU;CENTRAL DE EQUIPAMENTOS;2.0;2022-12-12;Em uso;410.0;0.0;0.3333333333333333
HCPE-3455;ESFIGMOMANOMETRO ANEROIDE;HOSPITALAR RODIZIOS;WENZHOU KANGJU;CENTRAL DE EQUIPAMENTOS;2.0;2022-12-12;Em uso;410.0;0.0;0.3333333333333333
HCPE-3450;ESFIGMOMANOMETRO ANEROIDE;HOSPITALAR RODIZIOS;WENZHOU KANGJU;CENTRAL DE EQUIPAMENTOS;2.0;2022-12-12;Em uso;410.0;0.0;0.3333333333333333
HCPE-3351,;FONTE LUZ FIBRA OPTICA ENDOSCOPIO RIGIDO MULTIUSO;POWER LED-175;KARL STORZ; UNIDADE DE BLOCO CIRÚRGICO;2.0;2022-10-06;Em uso;443429.76;0.0;0.3333333333333333
COM-UNIVEN-3;IMPRESSORA LASER;DRYPIX-4000;FUJIFILM;TOMOGRAFIA;2.0;2024-04-10;Em uso;80000.0;0.0;0.3333333333333333
HCPE-3090,770.862;ULTRASSOM;VERSANA PREMIER;GE HEALTHCARE;ULTRASSOM;2.0;2021-10-29;Em uso;101091.0;0.0;0.3333333333333333
HCPE-1132,412.163;ULTRASSOM;LOGIQ S-7-EXPERT;GE HEALTHCARE;UNIDADE DE DIAGNÓSTICO POR IMAGEM;2.0;2018-02-28;Em uso;164990.0;0.0;0.3333333333333333
HCPE-3095,770.850;ULTRASSOM;VOLUSON S-8-T;GE HEALTHCARE;UNIDADE DE DIAGNÓSTICO POR IMAGEM;2.0;2021-11-05;Em uso;216000.0;0.0;0.3333333333333333
HCPE-2608,771.300;ULTRASSOM;EPIQ CVX;PHILIPS;ECOCARDIOGRAFIA;2.0;2019-12-02;Em uso;282897.28;0.0;0.3333333333333333
HCPE-3415,;ULTRASSOM;ACUSON JUNIPER;SIEMENS;ECOCARDIOGRAFIA;2.0;2023-02-08;Em uso;278000.0;0.0;0.3333333333333333
HCPE-3648,;ULTRASSOM;VIVID S-70-N;GE HEALTHCARE;ECOCARDIOGRAFIA;2.0;2023-12-14;Em uso;286000.0;0.0;0.3333333333333333
HCPE-3717;ULTRASSOM PORTATIL;VERSANA ACTIVE;GE HEALTHCARE;UTI ADULTO;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-1398,758.872;ULTRASSOM PORTATIL;LOGIQ E;GE HEALTHCARE;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2017-12-26;Em uso;77000.0;0.0;0.3333333333333333
HCPE-3837;ULTRASSOM PORTATIL;VERSANA ACTIVE;GE HEALTHCARE;ULTRASSONOGRAFIA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-1453,759.244;ULTRASSOM PORTATIL;LOGIQ E;GE HEALTHCARE;HEMODINÂMICA;2.0;2017-12-26;Em uso;77000.0;0.0;0.3333333333333333
HCPE-2989,;ULTRASSOM PORTATIL;LOGIQ E;GE HEALTHCARE;AMB. CIR. VASCULAR;2.0;2021-09-02;Em uso;96000.0;0.0;0.3333333333333333
HCPE-3836;ULTRASSOM PORTATIL;VERSANA ACTIVE;GE HEALTHCARE;REUMATOLOGIA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3722;ULTRASSOM PORTATIL;VERSANA ACTIVE;GE HEALTHCARE;UTI NEONATAL;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3504;ELETROCARDIOGRAFO;ECG-100-L;PRO LIFE;CENTRO DE PESQUISA CLÍNICA;2.0;2023-03-15;Em uso;3900.0;0.0;0.3333333333333333
HCPE-0277,406.094;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;0.0;0.3333333333333333
HCPE-3502;ELETROCARDIOGRAFO;ECG-100-L;PRO LIFE;UTI NEO NATAL;2.0;2023-05-15;Em uso;3900.0;0.0;0.3333333333333333
HCPE-2822,771.980;ELETROCARDIOGRAFO;SE-300-B;EDAN;HEMODINÂMICA;2.0;2020-08-25;Em uso;4115.02;0.0;0.3333333333333333
HCPE-2355,764.704;FOTOFORO;ML4-LED;HEINE;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2018-01-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-2132,6369/2012;IDENTIFICADOR CASSETE DIGITAL;NX ADC CR USER STATION;AGFA;RAIO-X;2.0;2018-10-30;Em uso;1.0;0.0;0.3333333333333333
HCPE-2131;IDENTIFICADOR CASSETE DIGITAL;NX ADC CR USER STATION;AGFA;RAIO-X;2.0;2018-10-30;Em uso;1.0;0.0;0.3333333333333333
HCPE-2327,761.478;ELETROCARDIOGRAFO;CARDIOFAX C ECG-2350-100-D;NIHON KOHDEN;BLOCO CIRÚRGICO;2.0;2019-05-03;Em uso;9500.0;0.0;0.3333333333333333
HCPE-3505;ELETROCARDIOGRAFO;ECG-100-L;PRO LIFE;NEFROLOGIA;2.0;2023-03-15;Em uso;3900.0;0.0;0.3333333333333333
HCPE-2621,;ELETROCARDIOGRAFO;ECG-100-L;PRO LIFE;CENTRAL DE EQUIPAMENTOS;2.0;2020-02-18;Em uso;4900.0;0.0;0.3333333333333333
HCPE-2821,771.981;ELETROCARDIOGRAFO;SE-300-B;EDAN;AMB.CARDIOLOGIA;2.0;2020-08-25;Em uso;4115.02;0.0;0.3333333333333333
HCPE-2625,;ELETROCARDIOGRAFO;ECG-100-L;PRO LIFE;ALA DE INTRNAÇÃO- 7º SUL;2.0;2020-02-18;Em uso;4900.0;0.0;0.3333333333333333
HCPE-2623,771.226;ELETROCARDIOGRAFO;ECG-100-L;PRO LIFE;7° SUL;2.0;2020-02-18;Em uso;4900.0;0.0;0.3333333333333333
HCPE-2326,761.479;ELETROCARDIOGRAFO;CARDIOFAX C ECG-2350-100-D;NIHON KOHDEN;SALA DE ESTABILIZAÇÃO;2.0;2019-05-03;Em uso;9500.0;0.0;0.3333333333333333
HCPE-3503;ELETROCARDIOGRAFO;ECG-100-L;PRO LIFE;CENTRAL DE EQUIPAMENTOS;2.0;2023-03-15;Em uso;3900.0;0.0;0.3333333333333333
HCPE-2823,771.983;ELETROCARDIOGRAFO;SE-300-B;EDAN;CENTRAL DE EQUIPAMENTOS;2.0;2020-08-25;Em uso;4115.02;0.0;0.3333333333333333
HCPE-2820,771.982;ELETROCARDIOGRAFO;SE-300-B;EDAN;CENTRAL DE EQUIPAMENTOS;2.0;2020-08-25;Em uso;4115.02;0.0;0.3333333333333333
HCPE-2622,;ELETROCARDIOGRAFO;ECG-100-L;PRO LIFE;CENTRAL DE EQUIPAMENTOS;2.0;2020-02-18;Em uso;4900.0;0.0;0.3333333333333333
HCPE-2624,;ELETROCARDIOGRAFO;ECG-100-L;PRO LIFE;CLÍNICA MÉDICA- 11º SUL;2.0;2020-02-18;Em uso;4900.0;0.0;0.3333333333333333
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.002;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CAMA ELETRICA;MS-11.003;MEDI SAUDE;MATERNIDADE;1.0;2024-08-14;Em uso;12099.0;301460.0;0.1859087656677958
nan;CASSETE DIGITALIZADOR;14-HQ-701-G;LG;RAIO-X;1.0;2024-10-21;Em uso;78450.0;301460.0;0.1859087656677958
nan;DETECTOR FETAL US CORACAO;DF-7001;MEDPEJ;CENTRO OBSTÉTRICO;1.0;2018-01-29;Em uso;94008.0;301460.0;0.1859087656677958
nan;DETECTOR FETAL US CORACAO;DF-7001;MEDPEJ;CENTRO OBSTÉTRICO;1.0;2018-01-29;Em uso;94008.0;301460.0;0.1859087656677958
nan;DETECTOR FETAL US CORACAO;DF-7001;MEDPEJ;CENTRO OBSTÉTRICO;1.0;2018-01-29;Em uso;94008.0;301460.0;0.1859087656677958
